brand_name,product_name,price_usd,product_description,ingredients,review_count	
Murad,Brightening Moisturizer SPF 50 with Vitamin C,$55.00, ,"Skincare is Healthcare

As a dermatologist and pharmacist, Dr. Murad saw his patients transform because of his industry-first products and whole-person wellness programs. Today, we continue to innovate clinically proven, cruelty-free formulas so our products, like your skin, just keep getting better.",
MARA,Chlorella + Reishi™ Sea Vitamin C Sérum,$96.00,"What it is: A serum with superfoods, adaptogens, and algae that improves look of texture, dark spots, redness, and hyperpigmentation.




Skin Type: Normal, Dry, Combination, and Oily




Skincare Concerns: Dark Spots, Fine Lines and Wrinkles, and Redness




Formulation: Oil




Highlighted Ingredients:

- 15% THD Ascorbate: Most stable form of vitamin C.

- Vitamin C Supercharge Blend: A blend of 14 natural vitamin C-rich fruits and spices to dramatically brighten and glow.

- Adaptogens: Chlorella, reishi, and ginseng reduce look of redness and puffiness.




Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.




What Else You Need to Know: This serum is infused with high levels of vitamin C at an ideal pH to dramatically brighten the look of sun damage, dark spots, and improve look of firmness. It also leaves a balanced, glowing finish and combats visible redness and sensitivity with chlorella, reishi, and squalane.




Clinical Results: In an independent, consumer-use study with 47 participants ages 25 to 55, after 30 days of use:

-100% agree skin feels hydrated after applying this serum

-93% noticed an immediate, hydrated glow

-89% agree skin appears more radiant

-87% agree skin appears smoother






Clean & Planet Aware
Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.","-15% THD Ascorbate: Most stable form of vitamin C.
-Vitamin C Supercharge Blend: A blend of 14 natural vitamin C-rich fruits and spices to dramatically brighten and glow.
-Adaptogens: Chlorella, reishi, and ginseng reduce look of redness and puffiness.

Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Tetrahexyldecyl Ascorbate, Squalane, Passiflora Edulis Seed Oil, Moringa Oleifera Seed Oil, Algae Extract, Limonium Gerberi Extract, Crambe Maritima Leaf Extract, Aster Tripolium (Sea Starwort Oil) Extract, Ganoderma Lucidum (Reishi) Extract, Chlorella Vulgaris (Dermochlorella Algae) Extract, Panax Ginseng (Ginseng) Root Extract, Citrus Aurantifolia (Lime) Seed Oil, Fragaria Ananassa (Strawberry) Seed Oil, Curcuma Longa (Turmeric) Root Oil, Tocopherol, Ribes Nigrum (Blackcurrant) Seed Oil, Silybum Marianum Seed Oil, Thymus Vulgaris (Common Thyme) Extract, Psidium Guajava (Guava) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Petroselinum Crispum (Parsley) Leaf Extract,Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Chondrus Crispus (Carrageenan) Extract, Carica Papaya (Papaya) Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Isosorbide Dicaprylate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Limonene, Linalool.

.

The list of ingredients is subject to change. Please consult the packaging of the product purchased.",152
Estée Lauder,Perfectionist Pro Rapid Brightening Serum,$95.00,"What it is: A powerful dark spot-fighting serum that immediately boosts visible radiance and hydrates for up to 48 hours.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots and Dullness

Highlighted Ingredients:
- Ferment³: Triple-ferment combining a high concentration of Estée Lauder’s exclusive Yeast Ferment.
- Vitamin C: A renowned radiance-boosting, skin-boosting active.

Ingredient Callouts: Free of parabens, formaldehydes, phthalates, and sulfates SLS & SLES.

What Else You Need to Know: Inspired by professional treatments, this serum rapidly brings visible radiance and luminosity to dull, lackluster skin. It targets the appearance of multiple types of spots and uneven skin tone. Antioxidants protect against environmental damage and the formation of new skin discolorations.

Clinical Results: Consumer testing on 280 women after using product for 1 week:
- 96% said skin felt smoother
- 93% said their complexion looked healthy
- 87% said skin looked brighter with renewed clarity","-Ferment³: Triple-ferment combining a high concentration of Estée Lauder’s exclusive Yeast Ferment.
-Vitamin C: A renowned radiance-boosting, skin-boosting active.

Water\Aqua\Eau, Butylene Glycol, Glycerin, Glycereth-26, Isononyl Isononanoate, Dimethicone, Propanediol, Trametes Versicolor Extract, Ascorbyl Glucoside, Algae Extract, Acetyl Glucosamine, Hydroxyethyl Urea, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Avena Sativa (Oat) Kernel Extract, Bis-Peg-18 Methyl Ether Dimethyl Silane, Citrullus Lanatus (Watermelon) Fruit Extract, Triticum Vulgare (Wheat) Germ Extract, Resveratrol, Artemia Extract, Tocopheryl Acetate, Sucrose, Trehalose, Salicylic Acid, Peg-75, Yeast Extract\Faex\Extrait De Levure, Sodium Hydroxide, Oleth-3 Phosphate, Sorbitol, Caprylyl Glycol, Hordeum Distichon (Barley) Extract\Extrait D'Orge A Deux Rangs, Oleth-3, Sodium Polyaspartate, Carbomer, Myrtus Communis Leaf Extract, Caffeine, Oleth-5, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Dipotassium Glycyrrhizate, Propylene Glycol Caprylate, Squalane, Sodium Hyaluronate, Choleth-24, Ceteth-24, Xanthan Gum, Sodium Lactate, Oryzanol, Sodium Pca, Glyceryl Acrylate/Acrylic Acid Copolymer, Ethylhexylglycerin, Glucose, Fragrance (Parfum), Sodium Citrate, Citric Acid, Disodium Edta, Bht, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol.",3
,,,,,272
Charlotte Tilbury,Mini Magic Water Cream Gel Moisturizer with Niacinimide,$30.00,"What it is: A bouncy, weightless, fragrance-free gel water cream that immediately drenches the skin in hydration, refines the look of pores, and visibly reduces redness over time.
Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Redness, Pores

Formulation: Cream

Highlighted Ingredients:
- Niacinamide: Brightens and balances appearance of skin tone and refines look of pores.
- Waterlocking Fusion Technology™: Traps moisture immediately and retains over time for up to 100 hours of hydration.
- Biopeptide Complex: Visibly improves skin tone and texture.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan and gluten-free.

What Else You Need to Know: This moisturizer achieves long-lasting hydration and visibly evens texture and tone for a glowing complexion. Perfect for all skin types, the gel-like formula delivers up to 100 hours of hydration with every application. Never heavy or greasy, it gives a glass-like, dewy skin finish for flawless makeup.

","-Niacinamide: Brightens and balances appearance of skin tone and refines the look of pores.
-Waterlocking Fusion Technology™: Traps moisture immediately and retains over time for up to 100 hours of hydration.
-Biopeptide Complex: Visibly improves skin tone and texture.
Aqua/Water/Eau, Glycerin, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Squalane, Propanediol, Pentylene Glycol, 1,2-Hexanediol, Glyceryl Glucoside, Niacinamide, Mannitol, Aloe Barbadensis Leaf Juice, Carbomer, Camellia Oleifera (Camellia) Seed Oil, Rosa Canina Fruit Oil, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Helianthus Annuus (Sunflower) Seed Oil, Sodium Gluconate, Sodium Hydroxide, Tocopherol, Beta-Glucan, Sodium Hyaluronate, Backhousia Citriodora Leaf Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Plumeria Rubra Flower Extract, Ascorbyl Palmitate, Acetyl Tetrapeptide-11, Citric Acid, Acetyl Tetrapeptide-9, Potassium Sorbate, Sodium Benzoate.",143
CLINIQUE,Even Better Clinical™ Brightening Moisturizer,$64.00,"What it is: A moisturizer with CL302 Brightening Complex™ that hydrates while visibly improving multiple dimensions of discoloration for brighter-looking skin.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots and Dullness

Highlighted Ingredients:
- Vitamin C (Ascorbyl Glucoside): Is a visibly brightening antioxidant that reduces the look of dark spots.
- Glucosamine: Weakens the bonds that hold dead skin cells together.
- Yeast Extract: Helps break up (exfoliate) large clusters of excess pigmentation.

Ingredient Callouts: Free of parabens, phthalates, and sulfates SLS & SLES.

What Else You Need to Know: This intensely hydrating, visibly brightening formula leaves skin feeling comfortable and soft. It visibly refines and smooths skin’s texture and calms and soothes to reduce the look of redness caused by irritation, which could trigger future dark spots.","-CL302 Brightening Complex: Targets the look of dark spots.
-Vitamin C: Reduces the look of dark spots.
-Gyokuro Extract: Soothes irritation.

Water/Aqua/Eau, Butylene Glycol, Octyldodecyl Myristate, Dimethicone, Di-C12-15 Alkyl Fumarate, Isopropyl Isostearate, Glyceryl Stearate, Diisostearyl Malate, Peg-100 Stearate, Peg-8, Glycerin, Ascorbyl Glucoside, Butyrospermum Parkii (Shea) Butter, Tribehenin, Cetyl Alcohol, Acetyl Glucosamine, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Sucrose, Caffeine, Tocopheryl Acetate, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis Leaf Extract, Saccharomyces Lysate Extract, Algae Extract, Helianthus Annuus (Sunflower) Seed Extract, Hordeum Vulgare Extract/Extrait D'Orge, Yeast Extract/Faex/Extrait De Levure, Molasses Extract/Saccharum Officinarum/Extrait De Mélasse, Salicylic Acid, Cholesterol, Propylene Glycol Dicaprate, Cetearyl Alcohol, Behenyl Alcohol, Cetearyl Glucoside, Xanthan Gum, Potassium Hydroxide, Sodium Hydroxide, Disodium Phosphate, Sodium Phosphate, Citric Acid, Dimethoxytolyl Propylresorcinol, Sorbitan Oleate, Polysilicone-11, Di-C12-18 Alkyl Dimonium Chloride, Hexylene Glycol, Polysorbate 80, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Isohexadecane, Disodium Edta, Bht, Chlorphenesin, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate.",3
Shiseido,Ultimune Eye Power Infusing Eye Concentrate,$70.00,"What it is: A potent antioxidant eye serum that visibly diminishes dark circles in as little as one week.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Dullness, and Dark Circles

Highlighted Ingredients:
- Fermented Roselle Extract: Increases skin’s capacity to retain water for a smoother, more radiant look.
- Heartleaf Extract: Soothes skin and supports a strong protective barrier.
- Jujuba Fruit Extract and Amino Acid Derivative: Condition eyelashes to support their health and natural growth.

Ingredient Callouts: Free of parabens, formaldehydes, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan.

What Else You Need to Know: Providing up to 24 hours of hydration, this serum helps skin around the eyes appear brighter and smoother while reinforcing skin’s defenses and delivering vital nutrients. The gentle, nonsticky formula also supports natural collagen production for a more youthful appearance.

Clinical Results: In a test of 102 women:
After 1 week:
- 96% felt dark circles were less visible

After 4 weeks:
- 100% felt their eye area was more radiant, resilient, and smoother

After 7 weeks:
- 100% felt wrinkles and fine lines around eyes were less visible","-Fermented Roselle Extract: Increases skin’s capacity to retain water for a smoother, more radiant look.
-Heartleaf Extract: Soothes skin and supports a strong protective barrier.
-Jujuba Fruit Extract and Amino Acid Derivative: Condition eyelashes to support their health and natural growth.

Water(Aqua/Eau), Dimethicone, Glycerin, Dipropylene Glycol, SD Alcohol 40-B (Alcohol Denat.), Sorbitol,PEG-10 Dimethicone, Dimethicone/Vinyl Dimethicone, Crosspolymer, Calcium Stearate, Xylitol, Methyl Gluceth-10, Sodium Chloride, PEG/PPG-19/19 Dimethicone, Hydrogenated Polyisobutene, Phenoxyethanol, Cetyl Ethylhexanoate, Erythritol, Butylene Glycol, Cellulose Gum, PEG/PPG-14/7 Dimethyl Ether, Tocopheryl Acetate, Rosa Damascena Flower Water, Alcohol, Fragrance (Parfum), Tocopherol, Disodium EDTA, Ectoin, Phytosteryl/Octyldodecyl Lauroyl Glutamate, PPG-3 Dipivalate, Linalool, Sodium Metabisulfite, Geraniol, Sodium Carboxymethyl Beta-Glucan, Ginkgo Biloba Leaf Extract, Citronellol, Ziziphus Jujuba Fruit Extract, Origanum Majorana Leaf Extract, Nelumbo Nucifera Germ Extract, Hydroxyproline, Houttuynia Cordata Extract, Lactobacillus/Hibiscus Sabdariffa Flower Ferment Filtrate, Sanguisorba Officinalis Root Extract, Thymus Serpyllum Extract, Perilla Ocymoides Leaf Extract, Iris Florentina Root Extract, Ganoderma Lucidum (Mushroom) Stem Extract.",1.1K
Iris&Romeo,Best Skin Days SPF30 Whipped Tinted Moisturizer with Vitamin C + Hyaluronic Acid,$48.00,"What it is: A tinted moisturizer that acts as makeup, skincare, and SPF 30 in one easy step and gives light coverage, a natural, glowy finish, and protection against UVA/UVB and blue light.




Coverage: Light




Finish: Radiant




Formulation: Cream




SPF: SPF 30 and under




Highlighted Ingredients: 

- Sodium Hyaluronate: Retains its weight in water, making it an exceptional hydrator.

- Vitamin C and Bulgarian Rose Damascena Complex: Serum-strength concentrate that supports natural collagen, firmness, and elasticity.

- Non-Nano Mineral Zinc Oxide: Reef-friendly SPF 30 protection shields against UVA/UVB blue light.




Ingredient Callouts: It is cruelty-free, vegan, and comes in recyclable packaging.




What Else You Need to Know: This formula is perfect for people who don't like foundation. It starts as starts as serum-strength skincare (to boost collagen and brighten & hydrate skin), goes on like a moisturizer, and melts into your skin for a dewy (never greasy) look with a light to medium buildable coverage and sun protection.







CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.","-Sodium Hyaluronate: Retains its weight in water, making it an exceptional hydrator.
-Vitamin C and Bulgarian Rose Damascena Complex: Serum-strength concentrate that supports natural collagen, firmness, and elasticity.
-Non-Nano Mineral Zinc Oxide: Reef-friendly SPF 30 protection shields against UVA/UVB blue light.

Zinc Oxide 21% (Non-Nano), Water, Caprylic/Capric Triglyceride, Coconut Alkanes, Glycerin, Dimethicone, Cetearyl Alcohol, Dicaprylyl Carbonate, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil, Coco-Glucoside, Sodium Stearoyl Lactylate, Phenoxyethanol, Pyrus Malus (Apple) Fruit Extract, Coco-Caprylate/Caprate, Rosa Damascena Flower Water, Isostearic Acid, Lecithin, Polyhydroxystearic Acid, Polyglyceryl-3 Polyricinoleate, Hydrolyzed Jojoba Esters, Ethylhexylglycerin, Moringa Oleifera Seed Oil, Tetrahexyldecyl Ascorbate, Tocopherol, Sorbitan Stearate, Triethoxycaprylylsilane , Sodium Phytate, Xanthan Gum, Rosa Damascena Flower Extract, Cocos Nucifera (Coconut) Liquid Endosperm, 1,2-Hexanediol, Caprylyl Glycol, Butyrospermum Parkii (Shea) Nut Extract, Rosa Damascena Flower Oil, Sodium Hyaluronate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Camellia Sinensis Leaf Extract, Glucose, Glycine Soja (Soybean) Oil, Phytosterols, Sorbitan Isostearate, Potassium Sorbate, Sodium Benzoate, Alumina, Magnesium Oxide, Tapioca Starch, Citric Acid, Titanium Dioxide, Iron Oxides. May Contain +/-: Mica.

The list of ingredients is subject to change, please consult the packaging of the product purchased.",296
ALPYN,Wild Nettle & Niacinamide Instant Firming Serum,$58.00,"What it is: A super-silky, visibly firming serum infused with wild nettle, niacinamide, and rambutan for skin that feels soft, smooth, and supple.




Skin Type: Normal, Dry, Combination, and Oily




Skincare Concerns: Fine Lines and Wrinkles, Dullness, and Loss of Firmness and Elasticity




Formulation: Lightweight Serum




Highlighted Ingredients:

- Nettle Extract: Nourishes, hydrates, and addresses excess oil.

- Niacinamide: Minimizes the look of pores and dark spots for smoother-looking texture and tone.

- Rambutan: Visibly firms and plumps skin.




Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.




What Else You Need to Know: This weightless, silky-soft serum elegantly slides onto skin to deliver powerful, visible firming benefits. Wild nettle, niacinamide, and rambutan—a plant-based retinol alternative—work in harmony to visibly smooth, plump, and moisturize all skin types (even sensitive).




alpyn beauty is the first and only skincare brand to sustainably harvest wild plants from the mountains of Jackson Hole, Wyoming and infuse them into their formulas. These highly resilient and wildly efficacious plants are conditioned to survive in the most extreme climate. When applied to skin, they behave just like they do in the wild: nourishing, protecting and deeply hydrating skin.

alpyn beauty is committed to sustainability through partnerships like 1% For the Planet, where a portion of every purchase goes directly to forest restoration efforts. To date, over 900 acres of wildlife-dependent grasslands have been restored.




Clinical Results: In an independent consumer-testing panel of 30 subjects, over a period of 21 days:

- 100% found the overall clarity of their skin was improved

- 90% agreed their skin felt firm to the touch

- 90% agreed their fine lines and wrinkles were less noticeable

Clean & Planet Aware
Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.","Suggested Usage:
-Apply evenly to clean, dry skin, AM and/or PM.
-For added hydration, follow with Melt Moisturizer with Bakuchiol and Squalane (sold separately).

Recycling Instructions:
-Recycle outer packaging with paper.
-Once empty, discard dropper, remove label, rinse bottle with warm water, and recycle according to your community's glass-recycling guidelines.",399
Herbivore,Mini Nova 15% Vitamin C + Turmeric Brightening Serum,$25.00,"What it is: A potent brightening serum that visibly improves dark spots and evens skin tone.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots, Dullness, and Uneven Texture

Highlighted Ingredients:
- THD Vitamin C 15%: This ultra-stable vitamin C improves the look of hyperpigmentation.
- Turmeric: Contains antioxidants that visibly even skin tone.
- Arbutin: Is naturally-derived and helps even the appearance of discoloration and tighten the look of pores.

Ingredient Callouts: This product is vegan and cruelty-free.

What Else You Need to Know: This serum contains THD vitamin C, a highly efficacious form of vitamin C that nourishes the skin. It also includes antioxidant-rich turmeric and a powerful blend of super fruits to brighten the look of dark spots and visibly improve hyperpigmentation.

A key ingredient in NOVA is the antioxidant-rich super-root turmeric, which gives this serum a ginger-like smell that quickly fades upon application. Like all of Herbivore‘s products, NOVA is 100 percent natural and made without any added fragrances.



Clean & Planet Aware
Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.","-THD Vitamin C 15%: Is an ultra-stable vitamin C that improves the look of hyperpigmentation.
-Turmeric: Contains antioxidants that visibly even skin tone.
-Arbutin: Is naturally-derived and helps even the appearance of discoloration and tighten the look of pores.

Aqua/water/eau, Tetrahexyldecyl Ascorbate, Glycerin, C9-12 Alkane, Sodium Stearoyl Glutamate, Propanediol, Cetearyl Olivate, Sorbitan Olivate, Arctostaphylos Uva-Ursi Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Terminalia Chebula Fruit Extract, Terminalia Ferdinandiana Fruit Extract, Hyaluronic Acid, Polyglyceryl-6 Stearate, Sclerotium Gum, Polyglyceryl-6 Polyricinoleate, Sodium Levulinate, Sodium Anisate, Melia Azadirachta Flower Extract, Coco-Caprylate/Caprate, Butylene Glycol, Melia Azadirachta Leaf Extract, Ocimum Sanctum Leaf Extract, Sodium Phytate, Averrhoa Carambola Fruit Extract, Polyglyceryl-6 Behenate, Ocimum Basilicum (Basil) Flower/Leaf Extract, Tocopheryl Acetate, Echinacea Purpurea Extract, Ananas Sativus (Pineapple) Fruit Juice*, Corallina Officinalis Extract, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid.

*USDA Certified Organic Ingredient.

.

The list of ingredients is subject to change, please consult the packaging of the product purchased.",9
SK-II,GenOptics Ultraura Essence Serum,$265.00,"What it is: A potent serum that targets discoloration and dullness, revealing a brighter, more radiant complexion.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Redness and Dullness

Highlighted Ingredients:
- PITERA™: SK-II's signature ingredient that supports skin’s natural regeneration.
- Niacinamide (Vitamin B3): Visibly brightens skin and minimizes the appearance of sun-induced dark spots.
- Snow Lotus Extract: A SK-II exclusive ingredient that supports skin surface cell turnover.
What Else You Need to Know: The GenOptics Ultraura Essence Serum combines PITERA™, niacinamide, and snow lotus extract to effectively address visible redness, sun-induced dark spots, and uneven skin tone. The lightweight formula absorbs quickly, delivering visible results and a luminous glow. Use both day and night.

Clinical Results: Based on consumer agreement study of 58 participants over 4 weeks:
- 93% agree skin feels more hydrated
- 88% agree skin looks more radiant, less dull
- 88% agree skin feels more supple","-PITERA™: SK-II's signature ingredient that supports skin’s natural regeneration.
-Niacinamide (Vitamin B3): Visibly brightens skin and minimizes the appearance of sun-induced dark spots.
-Snow Lotus Extract: A SK-II exclusive ingredient that supports skin surface cell turnover.

Aqua/Water/Eau, Galactomyces Ferment Filtrate*, Butylene Glycol, Niacinamide, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Glycerin, Triethylhexanoin, Pentylene Glycol, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Peg-32, Boron Nitride, Sucrose Laurate, Xylitol, Panthenol, Caprylic/Capric Triglyceride, Sucrose Dilaurate, Inositol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 20, Phenoxyethanol, Polyacrylamide, Mica, Aminomethyl Propanol, Undecylenoyl Phenylalanine, Benzyl Alcohol, C13-14 Isoparaffin, Disodium Edta, Xanthan Gum, Sodium Benzoate, Laureth-7, Methylparaben, Ascorbyl Glucoside, Nelumbo Nucifera Flower Extract, Tocopherol, Methicone, Parfum/Fragrance, Limonene, Citronellol, Ci 77891/Titanium Dioxide, Ci 77492/Iron Oxides. *PITERA™",166
Dr. Barbara Sturm,Brightening Face Lotion,$230.00,"What it is: A moisturizer that helps even out skin tone and gradually minimize the look of visible signs of pigmentation and dark or yellowish spots.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots, Fine Lines and Wrinkles, and Dullness and Uneven Texture

Formulation: Lotion

Highlighted Ingredients:
- Extracts of Cress Sprouts: Support the reduction of melanin production, brighten skin, and combat the formation of dark and yellowish spots.
- Ginseng Extract: Supports the skin's own defenses against UV-induced environmental stress.
- Vitamin E: Protects against free radicals for a glowing, more even-looking, well-nurtured skin.

Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free.

What Else You Need to Know: Cress sprouts extract helps to brighten the skin while vitamin E help supports the skin's own protection against free radical, environmental stressors. The Brightening Face Lotion is a lighter moisturizing formula and is particularly recommended for warmer climates and/or younger skin.

As an aesthetic doctor with a background in anti-inflammatory medicine, Dr. Sturm is committed to treating the skin with scientifically-proven ingredients and non-aggressive natural extracts. The three pillars of Dr. Barbara Sturm Molecular Cosmeticshydration, boosting the skin’s natural barrier function, and reducing the visible signs of irritationhelp to promote healthy skin that glows from within over time.

Before & After results were achieved by using the following Sturm products for 6 weeks: Darker Skin Tones Cleanser, Balancing Toner, Darker Skin Tones Hyaluronic Serum, Brightening Serum, Brightening Face Lotion.


","-Extracts of Cress Sprouts: Support the reduction of melanin production, brighten skin, and combat the formation of dark and yellowish spots.
-Ginseng Extract: Supports the skin's own defenses against UV-induced environmental stress.
-Vitamin E: Protects against free radicals for a glowing, more even-looking, well-nurtured skin.
Water (Aqua), Glycerin, Coco-Caprylate, Methylpropanediol, Lactobacillus/Portulaca Oleracea Ferment Extract, Silica, Butylene Glycol, Dicaprylyl Ether, Hydrogenated Vegetable Glycerides, Limnanthes Alba (Meadowfoam) Seed Oil, Tocopheryl Acetate, Dimethicone, Panthenol, Phenoxyethanol, Potassium Cetyl Phosphate, Sodium Potassium Aluminum Silicate, Cetearyl Alcohol, Hydrogenated Palm Glycerides, Xanthan Gum, Alcohol, Carbomer, Ethylhexylglycerin, Lecithin, Sodium Hydroxide, Panax Ginseng Root Extract, Disodium EDTA, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Alteromonas Ferment Extract, Biosaccharide Gum-1, Leuconostoc/ Radish Root Ferment Filtrate, Pantolactone, Lepidium Sativum Sprout Extract, Soy Isoflavones, Ascorbyl Palmitate, Citric Acid, Ascorbic Acid, Iron Oxides (CI 77491), Titanium Dioxide (CI 77891).",7
Charlotte Tilbury,Magic Water Cream Refillable Gel Moisturizer with Niacinamide,$100.00,"What it is: A bouncy, weightless, fragrance-free gel water cream that immediately drenches the skin in hydration, refines the look of pores, and visibly reduces redness over time.
Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Redness, Pores

Formulation: Cream

Highlighted Ingredients:
- Niacinamide: Brightens and balances appearance of skin tone and refines the look of pores.
- Waterlocking Fusion Technology™: Traps moisture immediately and retains over time for up to 100 hours of hydration.
- Biopeptide Complex: Visibly improves skin tone and texture.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan and gluten-free.

What Else You Need to Know: This moisturizer achieves long-lasting hydration and visibly evens texture and tone for a glowing complexion. Perfect for all skin types, the gel-like formula delivers up to 100 hours of hydration with every application. Never heavy or greasy, it gives a glass-like, dewy skin finish for flawless makeup.

","-Niacinamide: Brightens and balances appearance of skin tone and refines the look of pores.
-Waterlocking Fusion Technology™: Traps moisture immediately and retains over time for up to 100 hours of hydration.
-Biopeptide Complex: Visibly improves skin tone and texture.
Aqua/Water/Eau, Glycerin, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Squalane, Propanediol, Pentylene Glycol, 1,2-Hexanediol, Glyceryl Glucoside, Niacinamide, Mannitol, Aloe Barbadensis Leaf Juice, Carbomer, Camellia Oleifera (Camellia) Seed Oil, Rosa Canina Fruit Oil, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Helianthus Annuus (Sunflower) Seed Oil, Sodium Gluconate, Sodium Hydroxide, Tocopherol, Beta-Glucan, Sodium Hyaluronate, Backhousia Citriodora Leaf Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Plumeria Rubra Flower Extract, Ascorbyl Palmitate, Acetyl Tetrapeptide-11, Citric Acid, Acetyl Tetrapeptide-9, Potassium Sorbate, Sodium Benzoate.",718
